cve_id,description,cvss_score,severity_label
CVE-2023-1339,The application suffers from spoofing which may lead to sensitive data leaks.,5.4,Medium
CVE-2023-1340,The application suffers from directory traversal which may lead to sensitive data leaks.,6.7,Medium
CVE-2023-1341,The application suffers from directory traversal which may lead to sensitive data leaks.,6.3,Medium
CVE-2023-1342,"A vulnerability allows rce via crafted payload. However, it requires physical access and user interaction.",8.1,Low
CVE-2023-1343,An attacker can exploit a denial of service vulnerability to compromise the system.,8.5,High
CVE-2023-1344,An attacker can exploit a privilege escalation vulnerability to compromise the system.,8.3,High
CVE-2023-1345,An attacker can exploit a privilege escalation vulnerability to compromise the system.,8.2,High
CVE-2023-1346,The application suffers from information disclosure which may lead to sensitive data leaks.,4.5,Medium
CVE-2023-1347,"The application suffers from csrf which may lead to sensitive data leaks. However, it requires physical access and user interaction.",8.3,Low
CVE-2023-1348,The application suffers from spoofing which may lead to sensitive data leaks.,5.7,Medium
CVE-2023-1349,The application suffers from csrf which may lead to sensitive data leaks.,4.4,Medium
CVE-2023-1350,The application suffers from csrf which may lead to sensitive data leaks.,4.0,Medium
CVE-2023-1351,A minor issue related to deprecated algorithm was discovered.,1.5,Low
CVE-2023-1352,The application suffers from csrf which may lead to sensitive data leaks.,4.4,Medium
CVE-2023-1353,The application suffers from spoofing which may lead to sensitive data leaks.,4.8,Medium
CVE-2023-1354,The application suffers from directory traversal which may lead to sensitive data leaks.,4.4,Medium
CVE-2023-1355,An attacker can exploit a buffer overflow vulnerability to compromise the system.,8.0,High
CVE-2023-1356,A vulnerability allows unauthenticated via crafted payload.,9.6,Critical
CVE-2023-1357,A vulnerability allows default password via crafted payload.,9.3,Critical
CVE-2023-1358,The application suffers from csrf which may lead to sensitive data leaks.,5.1,Medium
CVE-2023-1359,An attacker can exploit a privilege escalation vulnerability to compromise the system.,8.3,High
CVE-2023-1360,A minor issue related to deprecated algorithm was discovered.,2.3,Low
CVE-2023-1361,An attacker can exploit a privilege escalation vulnerability to compromise the system.,7.6,High
CVE-2023-1362,A vulnerability allows sql injection via crafted payload.,9.5,Critical
CVE-2023-1363,The application suffers from spoofing which may lead to sensitive data leaks.,4.5,Medium
CVE-2023-1364,An attacker can exploit a buffer overflow vulnerability to compromise the system.,8.9,High
CVE-2023-1365,An attacker can exploit a xss vulnerability to compromise the system.,7.4,High
CVE-2023-1366,The application suffers from bypass which may lead to sensitive data leaks.,6.2,Medium
CVE-2023-1367,A vulnerability allows root privilege via crafted payload.,9.3,Critical
CVE-2023-1368,An attacker can exploit a denial of service vulnerability to compromise the system.,7.0,High
CVE-2023-1369,A vulnerability allows sql injection via crafted payload.,9.5,Critical
CVE-2023-1370,The application suffers from bypass which may lead to sensitive data leaks.,6.7,Medium
CVE-2023-1371,The application suffers from information disclosure which may lead to sensitive data leaks.,6.2,Medium
CVE-2023-1372,A vulnerability allows sql injection via crafted payload.,9.3,Critical
CVE-2023-1373,A minor issue related to local access was discovered.,3.8,Low
CVE-2023-1374,An attacker can exploit a denial of service vulnerability to compromise the system.,8.8,High
CVE-2023-1375,The application suffers from information disclosure which may lead to sensitive data leaks.,5.5,Medium
CVE-2023-1376,A minor issue related to minor ui bug was discovered.,3.7,Low
CVE-2023-1377,A minor issue related to version exposure was discovered.,1.1,Low
CVE-2023-1378,An attacker can exploit a denial of service vulnerability to compromise the system.,8.9,High
CVE-2023-1379,An attacker can exploit a privilege escalation vulnerability to compromise the system.,7.1,High
CVE-2023-1380,A minor issue related to local access was discovered.,2.1,Low
CVE-2023-1381,The application suffers from csrf which may lead to sensitive data leaks.,6.8,Medium
CVE-2023-1382,The application suffers from directory traversal which may lead to sensitive data leaks.,5.7,Medium
CVE-2023-1383,A vulnerability allows rce via crafted payload.,10.0,Critical
CVE-2023-1384,A minor issue related to complex setup was discovered.,1.1,Low
CVE-2023-1385,The application suffers from spoofing which may lead to sensitive data leaks.,6.3,Medium
CVE-2023-1386,A minor issue related to minor ui bug was discovered.,2.0,Low
CVE-2023-1387,The application suffers from bypass which may lead to sensitive data leaks.,5.4,Medium
CVE-2023-1388,An attacker can exploit a cross-site scripting vulnerability to compromise the system.,8.7,High
CVE-2023-1389,The application suffers from csrf which may lead to sensitive data leaks.,4.8,Medium
CVE-2023-1390,An attacker can exploit a cross-site scripting vulnerability to compromise the system.,7.5,High
CVE-2023-1391,"A vulnerability allows default password via crafted payload. However, it requires physical access and user interaction.",8.8,Low
CVE-2023-1392,The application suffers from information disclosure which may lead to sensitive data leaks.,5.0,Medium
CVE-2023-1393,An attacker can exploit a buffer overflow vulnerability to compromise the system.,7.6,High
CVE-2023-1394,The application suffers from spoofing which may lead to sensitive data leaks.,5.1,Medium
CVE-2023-1395,The application suffers from spoofing which may lead to sensitive data leaks.,6.4,Medium
CVE-2023-1396,The application suffers from spoofing which may lead to sensitive data leaks.,6.8,Medium
CVE-2023-1397,A vulnerability allows root privilege via crafted payload.,9.5,Critical
CVE-2023-1398,An attacker can exploit a cross-site scripting vulnerability to compromise the system.,7.8,High
CVE-2023-1399,An attacker can exploit a denial of service vulnerability to compromise the system.,8.4,High
CVE-2023-1400,An attacker can exploit a dos vulnerability to compromise the system.,7.1,High
CVE-2023-1401,The application suffers from spoofing which may lead to sensitive data leaks.,5.9,Medium
CVE-2023-1402,An attacker can exploit a buffer overflow vulnerability to compromise the system.,8.0,High
CVE-2023-1403,An attacker can exploit a xss vulnerability to compromise the system.,8.3,High
CVE-2023-1404,A minor issue related to deprecated algorithm was discovered.,1.5,Low
CVE-2023-1405,The application suffers from bypass which may lead to sensitive data leaks.,6.7,Medium
CVE-2023-1406,A vulnerability allows root privilege via crafted payload.,9.4,Critical
CVE-2023-1407,The application suffers from directory traversal which may lead to sensitive data leaks.,6.0,Medium
CVE-2023-1408,A minor issue related to deprecated algorithm was discovered.,1.7,Low
CVE-2023-1409,An attacker can exploit a privilege escalation vulnerability to compromise the system.,8.4,High
CVE-2023-1410,An attacker can exploit a xss vulnerability to compromise the system.,7.8,High
CVE-2023-1411,An attacker can exploit a cross-site scripting vulnerability to compromise the system.,8.0,High
CVE-2023-1412,A vulnerability allows root privilege via crafted payload.,9.9,Critical
CVE-2023-1413,The application suffers from directory traversal which may lead to sensitive data leaks.,5.3,Medium
CVE-2023-1414,A minor issue related to local access was discovered.,2.5,Low
CVE-2023-1415,The application suffers from information disclosure which may lead to sensitive data leaks.,6.5,Medium
CVE-2023-1416,A vulnerability allows root privilege via crafted payload.,9.0,Critical
CVE-2023-1417,A minor issue related to minor ui bug was discovered.,1.1,Low
CVE-2023-1418,An attacker can exploit a dos vulnerability to compromise the system.,8.3,High
CVE-2023-1419,The application suffers from bypass which may lead to sensitive data leaks.,4.9,Medium
CVE-2023-1420,A minor issue related to version exposure was discovered.,1.6,Low
CVE-2023-1421,The application suffers from csrf which may lead to sensitive data leaks.,5.9,Medium
CVE-2023-1422,The application suffers from directory traversal which may lead to sensitive data leaks.,5.2,Medium
CVE-2023-1423,The application suffers from spoofing which may lead to sensitive data leaks.,4.4,Medium
CVE-2023-1424,The application suffers from bypass which may lead to sensitive data leaks.,6.8,Medium
CVE-2023-1425,The application suffers from spoofing which may lead to sensitive data leaks.,6.8,Medium
CVE-2023-1426,A minor issue related to deprecated algorithm was discovered.,1.1,Low
CVE-2023-1427,The application suffers from directory traversal which may lead to sensitive data leaks.,6.1,Medium
CVE-2023-1428,A minor issue related to version exposure was discovered.,2.3,Low
CVE-2023-1429,An attacker can exploit a dos vulnerability to compromise the system.,7.7,High
CVE-2023-1430,The application suffers from information disclosure which may lead to sensitive data leaks.,6.1,Medium
CVE-2023-1431,The application suffers from bypass which may lead to sensitive data leaks.,5.5,Medium
CVE-2023-1432,A vulnerability allows root privilege via crafted payload.,9.5,Critical
CVE-2023-1433,The application suffers from csrf which may lead to sensitive data leaks.,6.1,Medium
CVE-2023-1434,The application suffers from directory traversal which may lead to sensitive data leaks.,4.9,Medium
CVE-2023-1435,A minor issue related to version exposure was discovered.,2.0,Low
CVE-2023-1436,A minor issue related to version exposure was discovered.,1.2,Low
CVE-2023-1437,A minor issue related to minor ui bug was discovered.,3.0,Low
CVE-2023-1438,A minor issue related to version exposure was discovered.,3.8,Low
CVE-2023-1439,The application suffers from csrf which may lead to sensitive data leaks.,5.0,Medium
CVE-2023-1440,The application suffers from spoofing which may lead to sensitive data leaks.,6.6,Medium
CVE-2023-1441,A vulnerability allows rce via crafted payload.,9.2,Critical
CVE-2023-1442,A minor issue related to complex setup was discovered.,1.9,Low
CVE-2023-1443,The application suffers from csrf which may lead to sensitive data leaks.,5.5,Medium
CVE-2023-1444,The application suffers from spoofing which may lead to sensitive data leaks.,4.9,Medium
CVE-2023-1445,"A vulnerability allows unauthenticated via crafted payload. However, it requires physical access and user interaction.",8.2,Low
CVE-2023-1446,An attacker can exploit a cross-site scripting vulnerability to compromise the system.,7.6,High
CVE-2023-1447,"The application suffers from bypass which may lead to sensitive data leaks. However, it requires physical access and user interaction.",8.7,Low
CVE-2023-1448,A minor issue related to complex setup was discovered.,1.7,Low
CVE-2023-1449,The application suffers from spoofing which may lead to sensitive data leaks.,5.2,Medium
CVE-2023-1450,An attacker can exploit a cross-site scripting vulnerability to compromise the system.,7.5,High
CVE-2023-1451,A minor issue related to deprecated algorithm was discovered.,1.8,Low
CVE-2023-1452,A vulnerability allows remote code execution via crafted payload.,10.0,Critical
CVE-2023-1453,A minor issue related to complex setup was discovered.,3.7,Low
CVE-2023-1454,The application suffers from spoofing which may lead to sensitive data leaks.,4.5,Medium
CVE-2023-1455,An attacker can exploit a dos vulnerability to compromise the system.,8.6,High
CVE-2023-1456,A vulnerability allows default password via crafted payload.,9.5,Critical
CVE-2023-1457,The application suffers from bypass which may lead to sensitive data leaks.,5.2,Medium
CVE-2023-1458,The application suffers from spoofing which may lead to sensitive data leaks.,5.4,Medium
CVE-2023-1459,A minor issue related to version exposure was discovered.,1.2,Low
CVE-2023-1460,The application suffers from bypass which may lead to sensitive data leaks.,4.4,Medium
CVE-2023-1461,An attacker can exploit a cross-site scripting vulnerability to compromise the system.,8.1,High
CVE-2023-1462,The application suffers from spoofing which may lead to sensitive data leaks.,5.2,Medium
CVE-2023-1463,An attacker can exploit a denial of service vulnerability to compromise the system.,7.5,High
CVE-2023-1464,The application suffers from spoofing which may lead to sensitive data leaks.,4.9,Medium
CVE-2023-1465,A minor issue related to version exposure was discovered.,1.2,Low
CVE-2023-1466,An attacker can exploit a xss vulnerability to compromise the system.,7.8,High
CVE-2023-1467,The application suffers from spoofing which may lead to sensitive data leaks.,6.5,Medium
CVE-2023-1468,A minor issue related to complex setup was discovered.,1.2,Low
CVE-2023-1469,A vulnerability allows sql injection via crafted payload.,9.6,Critical
CVE-2023-1470,The application suffers from csrf which may lead to sensitive data leaks.,4.5,Medium
CVE-2023-1471,A minor issue related to minor ui bug was discovered.,1.4,Low
CVE-2023-1472,An attacker can exploit a buffer overflow vulnerability to compromise the system.,8.4,High
CVE-2023-1473,A vulnerability allows unauthenticated via crafted payload.,9.4,Critical
CVE-2023-1474,"An attacker can exploit a denial of service vulnerability to compromise the system. However, it requires physical access and user interaction.",7.4,Low
CVE-2023-1475,The application suffers from information disclosure which may lead to sensitive data leaks.,5.3,Medium
CVE-2023-1476,The application suffers from bypass which may lead to sensitive data leaks.,4.2,Medium
CVE-2023-1477,An attacker can exploit a buffer overflow vulnerability to compromise the system.,8.8,High
CVE-2023-1478,An attacker can exploit a privilege escalation vulnerability to compromise the system.,8.7,High
CVE-2023-1479,The application suffers from information disclosure which may lead to sensitive data leaks.,6.1,Medium
CVE-2023-1480,A vulnerability allows rce via crafted payload.,9.3,Critical
CVE-2023-1481,The application suffers from bypass which may lead to sensitive data leaks.,5.1,Medium
CVE-2023-1482,The application suffers from spoofing which may lead to sensitive data leaks.,4.8,Medium
CVE-2023-1483,A minor issue related to deprecated algorithm was discovered.,2.4,Low
CVE-2023-1484,The application suffers from bypass which may lead to sensitive data leaks.,6.2,Medium
CVE-2023-1485,A vulnerability allows remote code execution via crafted payload.,9.4,Critical
CVE-2023-1486,An attacker can exploit a cross-site scripting vulnerability to compromise the system.,8.4,High
CVE-2023-1487,A vulnerability allows sql injection via crafted payload.,9.4,Critical
CVE-2023-1488,A minor issue related to version exposure was discovered.,2.6,Low
CVE-2023-1489,The application suffers from directory traversal which may lead to sensitive data leaks.,4.1,Medium
CVE-2023-1490,A minor issue related to complex setup was discovered.,1.4,Low
CVE-2023-1491,The application suffers from bypass which may lead to sensitive data leaks.,6.7,Medium
CVE-2023-1492,A vulnerability allows rce via crafted payload.,9.0,Critical
CVE-2023-1493,The application suffers from directory traversal which may lead to sensitive data leaks.,5.0,Medium
CVE-2023-1494,A minor issue related to complex setup was discovered.,2.1,Low
CVE-2023-1495,An attacker can exploit a privilege escalation vulnerability to compromise the system.,8.6,High
CVE-2023-1496,The application suffers from csrf which may lead to sensitive data leaks.,4.6,Medium
CVE-2023-1497,The application suffers from directory traversal which may lead to sensitive data leaks.,6.1,Medium
CVE-2023-1498,The application suffers from csrf which may lead to sensitive data leaks.,6.8,Medium
CVE-2023-1499,The application suffers from csrf which may lead to sensitive data leaks.,5.8,Medium
CVE-2023-1500,A minor issue related to local access was discovered.,2.0,Low
CVE-2023-1501,An attacker can exploit a xss vulnerability to compromise the system.,8.8,High
CVE-2023-1502,A minor issue related to local access was discovered.,2.3,Low
CVE-2023-1503,An attacker can exploit a denial of service vulnerability to compromise the system.,8.4,High
CVE-2023-1504,The application suffers from csrf which may lead to sensitive data leaks.,4.3,Medium
CVE-2023-1505,The application suffers from spoofing which may lead to sensitive data leaks.,4.8,Medium
CVE-2023-1506,A minor issue related to local access was discovered.,3.2,Low
CVE-2023-1507,A minor issue related to local access was discovered.,1.7,Low
CVE-2023-1508,"A minor issue related to version exposure was discovered. However, it requires physical access and user interaction.",8.7,Low
CVE-2023-1509,A vulnerability allows remote code execution via crafted payload.,9.4,Critical
CVE-2023-1510,The application suffers from directory traversal which may lead to sensitive data leaks.,5.5,Medium
CVE-2023-1511,A vulnerability allows unauthenticated via crafted payload.,9.9,Critical
CVE-2023-1512,The application suffers from csrf which may lead to sensitive data leaks.,4.1,Medium
CVE-2023-1513,An attacker can exploit a cross-site scripting vulnerability to compromise the system.,8.3,High
CVE-2023-1514,A minor issue related to version exposure was discovered.,2.8,Low
CVE-2023-1515,A minor issue related to minor ui bug was discovered.,2.6,Low
CVE-2023-1516,A minor issue related to complex setup was discovered.,2.0,Low
CVE-2023-1517,An attacker can exploit a denial of service vulnerability to compromise the system.,8.0,High
CVE-2023-1518,A minor issue related to minor ui bug was discovered.,3.4,Low
CVE-2023-1519,An attacker can exploit a dos vulnerability to compromise the system.,8.2,High
CVE-2023-1520,The application suffers from directory traversal which may lead to sensitive data leaks.,6.5,Medium
CVE-2023-1521,An attacker can exploit a buffer overflow vulnerability to compromise the system.,7.2,High
CVE-2023-1522,An attacker can exploit a buffer overflow vulnerability to compromise the system.,7.8,High
CVE-2023-1523,A minor issue related to local access was discovered.,2.6,Low
CVE-2023-1524,The application suffers from directory traversal which may lead to sensitive data leaks.,5.0,Medium
CVE-2023-1525,An attacker can exploit a privilege escalation vulnerability to compromise the system.,7.4,High
CVE-2023-1526,A minor issue related to local access was discovered.,1.8,Low
CVE-2023-1527,The application suffers from bypass which may lead to sensitive data leaks.,4.9,Medium
CVE-2023-1528,A minor issue related to local access was discovered.,3.8,Low
CVE-2023-1529,An attacker can exploit a denial of service vulnerability to compromise the system.,8.4,High
CVE-2023-1530,The application suffers from csrf which may lead to sensitive data leaks.,6.1,Medium
CVE-2023-1531,An attacker can exploit a privilege escalation vulnerability to compromise the system.,7.9,High
CVE-2023-1532,An attacker can exploit a dos vulnerability to compromise the system.,8.5,High
CVE-2023-1533,The application suffers from spoofing which may lead to sensitive data leaks.,4.4,Medium
CVE-2023-1534,A vulnerability allows rce via crafted payload.,9.1,Critical
CVE-2023-1535,A vulnerability allows remote code execution via crafted payload.,9.3,Critical
CVE-2023-1536,The application suffers from spoofing which may lead to sensitive data leaks.,5.1,Medium
CVE-2023-1537,The application suffers from csrf which may lead to sensitive data leaks.,6.3,Medium
CVE-2023-1538,An attacker can exploit a xss vulnerability to compromise the system.,8.4,High
CVE-2023-1539,A vulnerability allows root privilege via crafted payload.,9.7,Critical
CVE-2023-1540,A vulnerability allows remote code execution via crafted payload.,9.2,Critical
CVE-2023-1541,The application suffers from bypass which may lead to sensitive data leaks.,6.5,Medium
CVE-2023-1542,An attacker can exploit a buffer overflow vulnerability to compromise the system.,7.8,High
CVE-2023-1543,The application suffers from csrf which may lead to sensitive data leaks.,5.5,Medium
CVE-2023-1544,An attacker can exploit a cross-site scripting vulnerability to compromise the system.,8.8,High
CVE-2023-1545,A minor issue related to deprecated algorithm was discovered.,1.5,Low
CVE-2023-1546,"The application suffers from spoofing which may lead to sensitive data leaks. However, it requires physical access and user interaction.",9.5,Low
CVE-2023-1547,The application suffers from csrf which may lead to sensitive data leaks.,4.7,Medium
CVE-2023-1548,"An attacker can exploit a buffer overflow vulnerability to compromise the system. However, it requires physical access and user interaction.",8.2,Low
CVE-2023-1549,An attacker can exploit a cross-site scripting vulnerability to compromise the system.,8.8,High
CVE-2023-1550,The application suffers from spoofing which may lead to sensitive data leaks.,6.5,Medium
CVE-2023-1551,A minor issue related to complex setup was discovered.,3.6,Low
CVE-2023-1552,A minor issue related to minor ui bug was discovered.,3.8,Low
CVE-2023-1553,The application suffers from information disclosure which may lead to sensitive data leaks.,5.2,Medium
CVE-2023-1554,The application suffers from spoofing which may lead to sensitive data leaks.,4.8,Medium
CVE-2023-1555,An attacker can exploit a xss vulnerability to compromise the system.,7.1,High
CVE-2023-1556,A vulnerability allows sql injection via crafted payload.,10.0,Critical
CVE-2023-1557,The application suffers from information disclosure which may lead to sensitive data leaks.,4.8,Medium
CVE-2023-1558,An attacker can exploit a dos vulnerability to compromise the system.,8.3,High
CVE-2023-1559,An attacker can exploit a denial of service vulnerability to compromise the system.,8.2,High
CVE-2023-1560,The application suffers from csrf which may lead to sensitive data leaks.,4.9,Medium
CVE-2023-1561,The application suffers from bypass which may lead to sensitive data leaks.,6.2,Medium
CVE-2023-1562,The application suffers from csrf which may lead to sensitive data leaks.,5.4,Medium
CVE-2023-1563,A vulnerability allows remote code execution via crafted payload.,9.0,Critical
CVE-2023-1564,The application suffers from csrf which may lead to sensitive data leaks.,4.3,Medium
CVE-2023-1565,A minor issue related to deprecated algorithm was discovered.,2.2,Low
CVE-2023-1566,A vulnerability allows default password via crafted payload.,9.2,Critical
CVE-2023-1567,A minor issue related to minor ui bug was discovered.,1.9,Low
CVE-2023-1568,The application suffers from directory traversal which may lead to sensitive data leaks.,4.4,Medium
CVE-2023-1569,A vulnerability allows unauthenticated via crafted payload.,9.7,Critical
CVE-2023-1570,The application suffers from spoofing which may lead to sensitive data leaks.,4.1,Medium
CVE-2023-1571,The application suffers from directory traversal which may lead to sensitive data leaks.,6.6,Medium
CVE-2023-1572,The application suffers from spoofing which may lead to sensitive data leaks.,6.7,Medium
CVE-2023-1573,An attacker can exploit a buffer overflow vulnerability to compromise the system.,7.3,High
CVE-2023-1574,The application suffers from directory traversal which may lead to sensitive data leaks.,5.1,Medium
CVE-2023-1575,"An attacker can exploit a dos vulnerability to compromise the system. However, it requires physical access and user interaction.",8.8,Low
CVE-2023-1576,A minor issue related to local access was discovered.,3.0,Low
CVE-2023-1577,An attacker can exploit a cross-site scripting vulnerability to compromise the system.,8.9,High
CVE-2023-1578,An attacker can exploit a privilege escalation vulnerability to compromise the system.,8.8,High
CVE-2023-1579,The application suffers from directory traversal which may lead to sensitive data leaks.,5.5,Medium
CVE-2023-1580,The application suffers from csrf which may lead to sensitive data leaks.,6.4,Medium
CVE-2023-1581,The application suffers from spoofing which may lead to sensitive data leaks.,4.2,Medium
CVE-2023-1582,A vulnerability allows rce via crafted payload.,9.1,Critical
CVE-2023-1583,An attacker can exploit a cross-site scripting vulnerability to compromise the system.,7.6,High
CVE-2023-1584,The application suffers from bypass which may lead to sensitive data leaks.,6.3,Medium
CVE-2023-1585,An attacker can exploit a dos vulnerability to compromise the system.,8.4,High
CVE-2023-1586,An attacker can exploit a buffer overflow vulnerability to compromise the system.,7.6,High
CVE-2023-1587,The application suffers from information disclosure which may lead to sensitive data leaks.,4.6,Medium
CVE-2023-1588,An attacker can exploit a buffer overflow vulnerability to compromise the system.,8.4,High
CVE-2023-1589,A minor issue related to complex setup was discovered.,1.6,Low
CVE-2023-1590,The application suffers from spoofing which may lead to sensitive data leaks.,5.8,Medium
CVE-2023-1591,The application suffers from directory traversal which may lead to sensitive data leaks.,5.1,Medium
CVE-2023-1592,The application suffers from csrf which may lead to sensitive data leaks.,5.5,Medium
CVE-2023-1593,A minor issue related to complex setup was discovered.,1.0,Low
CVE-2023-1594,A vulnerability allows root privilege via crafted payload.,9.3,Critical
CVE-2023-1595,The application suffers from information disclosure which may lead to sensitive data leaks.,4.1,Medium
CVE-2023-1596,A minor issue related to version exposure was discovered.,3.0,Low
CVE-2023-1597,The application suffers from spoofing which may lead to sensitive data leaks.,6.7,Medium
CVE-2023-1598,A minor issue related to deprecated algorithm was discovered.,2.1,Low
CVE-2023-1599,The application suffers from information disclosure which may lead to sensitive data leaks.,6.3,Medium
CVE-2023-1600,An attacker can exploit a xss vulnerability to compromise the system.,8.1,High
CVE-2023-1601,The application suffers from information disclosure which may lead to sensitive data leaks.,5.1,Medium
CVE-2023-1602,The application suffers from information disclosure which may lead to sensitive data leaks.,4.0,Medium
CVE-2023-1603,"An attacker can exploit a dos vulnerability to compromise the system. However, it requires physical access and user interaction.",9.4,Low
CVE-2023-1604,A vulnerability allows rce via crafted payload.,9.4,Critical
CVE-2023-1605,An attacker can exploit a buffer overflow vulnerability to compromise the system.,8.3,High
CVE-2023-1606,An attacker can exploit a buffer overflow vulnerability to compromise the system.,8.3,High
CVE-2023-1607,The application suffers from spoofing which may lead to sensitive data leaks.,5.7,Medium
CVE-2023-1608,An attacker can exploit a cross-site scripting vulnerability to compromise the system.,7.3,High
CVE-2023-1609,The application suffers from information disclosure which may lead to sensitive data leaks.,6.8,Medium
CVE-2023-1610,An attacker can exploit a dos vulnerability to compromise the system.,8.5,High
CVE-2023-1611,A minor issue related to local access was discovered.,2.2,Low
CVE-2023-1612,A minor issue related to complex setup was discovered.,2.2,Low
CVE-2023-1613,A vulnerability allows root privilege via crafted payload.,9.6,Critical
CVE-2023-1614,The application suffers from information disclosure which may lead to sensitive data leaks.,6.2,Medium
CVE-2023-1615,An attacker can exploit a buffer overflow vulnerability to compromise the system.,8.6,High
CVE-2023-1616,A minor issue related to version exposure was discovered.,1.5,Low
CVE-2023-1617,A vulnerability allows sql injection via crafted payload.,9.4,Critical
CVE-2023-1618,A vulnerability allows unauthenticated via crafted payload.,9.5,Critical
CVE-2023-1619,A minor issue related to minor ui bug was discovered.,1.5,Low
CVE-2023-1620,An attacker can exploit a buffer overflow vulnerability to compromise the system.,8.5,High
CVE-2023-1621,An attacker can exploit a buffer overflow vulnerability to compromise the system.,8.3,High
CVE-2023-1622,A minor issue related to complex setup was discovered.,1.5,Low
CVE-2023-1623,An attacker can exploit a denial of service vulnerability to compromise the system.,8.7,High
CVE-2023-1624,The application suffers from spoofing which may lead to sensitive data leaks.,4.7,Medium
CVE-2023-1625,A vulnerability allows remote code execution via crafted payload.,9.4,Critical
CVE-2023-1626,"The application suffers from directory traversal which may lead to sensitive data leaks. However, it requires physical access and user interaction.",7.7,Low
CVE-2023-1627,A minor issue related to version exposure was discovered.,1.4,Low
CVE-2023-1628,The application suffers from csrf which may lead to sensitive data leaks.,4.6,Medium
CVE-2023-1629,A minor issue related to local access was discovered.,3.6,Low
CVE-2023-1630,The application suffers from csrf which may lead to sensitive data leaks.,6.6,Medium
CVE-2023-1631,A minor issue related to complex setup was discovered.,1.5,Low
CVE-2023-1632,The application suffers from spoofing which may lead to sensitive data leaks.,5.3,Medium
CVE-2023-1633,A minor issue related to local access was discovered.,3.2,Low
CVE-2023-1634,The application suffers from csrf which may lead to sensitive data leaks.,5.5,Medium
CVE-2023-1635,A minor issue related to version exposure was discovered.,2.7,Low
CVE-2023-1636,The application suffers from spoofing which may lead to sensitive data leaks.,5.4,Medium
CVE-2023-1637,The application suffers from spoofing which may lead to sensitive data leaks.,6.4,Medium
CVE-2023-1638,The application suffers from bypass which may lead to sensitive data leaks.,4.9,Medium
CVE-2023-1639,The application suffers from directory traversal which may lead to sensitive data leaks.,5.2,Medium
CVE-2023-1640,The application suffers from spoofing which may lead to sensitive data leaks.,4.7,Medium
CVE-2023-1641,A vulnerability allows unauthenticated via crafted payload.,9.0,Critical
CVE-2023-1642,The application suffers from spoofing which may lead to sensitive data leaks.,5.4,Medium
CVE-2023-1643,The application suffers from csrf which may lead to sensitive data leaks.,6.7,Medium
CVE-2023-1644,The application suffers from directory traversal which may lead to sensitive data leaks.,5.3,Medium
CVE-2023-1645,An attacker can exploit a xss vulnerability to compromise the system.,7.4,High
CVE-2023-1646,A minor issue related to complex setup was discovered.,1.0,Low
CVE-2023-1647,The application suffers from bypass which may lead to sensitive data leaks.,4.2,Medium
CVE-2023-1648,The application suffers from csrf which may lead to sensitive data leaks.,6.1,Medium
CVE-2023-1649,The application suffers from information disclosure which may lead to sensitive data leaks.,6.2,Medium
CVE-2023-1650,A minor issue related to deprecated algorithm was discovered.,2.9,Low
CVE-2023-1651,A vulnerability allows root privilege via crafted payload.,9.3,Critical
CVE-2023-1652,The application suffers from directory traversal which may lead to sensitive data leaks.,6.4,Medium
CVE-2023-1653,An attacker can exploit a privilege escalation vulnerability to compromise the system.,7.4,High
CVE-2023-1654,A minor issue related to deprecated algorithm was discovered.,1.6,Low
CVE-2023-1655,A minor issue related to complex setup was discovered.,1.5,Low
CVE-2023-1656,A minor issue related to minor ui bug was discovered.,1.6,Low
CVE-2023-1657,The application suffers from information disclosure which may lead to sensitive data leaks.,4.3,Medium
CVE-2023-1658,An attacker can exploit a denial of service vulnerability to compromise the system.,7.8,High
CVE-2023-1659,"An attacker can exploit a denial of service vulnerability to compromise the system. However, it requires physical access and user interaction.",8.0,Low
CVE-2023-1660,A minor issue related to version exposure was discovered.,2.4,Low
CVE-2023-1661,An attacker can exploit a xss vulnerability to compromise the system.,7.2,High
CVE-2023-1662,A minor issue related to complex setup was discovered.,2.0,Low
CVE-2023-1663,An attacker can exploit a dos vulnerability to compromise the system.,7.7,High
CVE-2023-1664,The application suffers from csrf which may lead to sensitive data leaks.,6.7,Medium
CVE-2023-1665,A vulnerability allows root privilege via crafted payload.,9.4,Critical
CVE-2023-1666,A minor issue related to deprecated algorithm was discovered.,2.1,Low
CVE-2023-1667,An attacker can exploit a buffer overflow vulnerability to compromise the system.,8.1,High
CVE-2023-1668,The application suffers from csrf which may lead to sensitive data leaks.,4.6,Medium
CVE-2023-1669,The application suffers from csrf which may lead to sensitive data leaks.,4.2,Medium
CVE-2023-1670,A vulnerability allows remote code execution via crafted payload.,9.2,Critical
CVE-2023-1671,An attacker can exploit a denial of service vulnerability to compromise the system.,8.7,High
CVE-2023-1672,The application suffers from directory traversal which may lead to sensitive data leaks.,4.9,Medium
CVE-2023-1673,"A minor issue related to complex setup was discovered. However, it requires physical access and user interaction.",7.9,Low
CVE-2023-1674,A vulnerability allows sql injection via crafted payload.,9.3,Critical
CVE-2023-1675,An attacker can exploit a privilege escalation vulnerability to compromise the system.,7.5,High
CVE-2023-1676,The application suffers from bypass which may lead to sensitive data leaks.,6.2,Medium
CVE-2023-1677,A vulnerability allows root privilege via crafted payload.,9.7,Critical
CVE-2023-1678,An attacker can exploit a xss vulnerability to compromise the system.,8.8,High
